srno,category_id,sub_category_id,product_sku,name,description,dimension,material,diamond,stone,gold_weight_18k,gold_weight_22k,is_22k_gold,gold_weight_14k,making_charges,quantity,color,video,default_color,default_video,is_recommended,is_most_selling,is_most_liked,is_soliter,soliter_setting,product_base_price,product_buy_price,discount,status,total_reviews,avg_rating,related_items,created_At,updated_At
47,1,NULL,DSRI331,Diamond Symphony Ring,"The Diamond Symphony Ring is a harmonious blend of elegance and craftsmanship. Its graceful design reflects the best of ladies diamond ring design, with sparkling stones set in a refined frame. The base features a gold ring design for female structure that sits comfortably on your finger. Crafted for versatility, it fits perfectly as a simple gold ring for women or a statement piece. It’s part of the real diamond rings for women collection, exuding both luxury and charm. A fine example of ring design for women gold, this piece complements any attire, be it casual or formal. The diamond ring design for woman ensures you stand out in every moment. Designed with comfort in mind, it is also a perfect fit under the latest gold ring design for female trend.
","{""height"":21.0,""width"":6.5}",Gold,"[{""carat"":0.15,""quantity"":13,""shape"":""round""}]",NULL,3.3,0,no,3,999,1,"yellow,rose,white","yellow,rose,white",rose,rose,0,1,1,no,no,33743,32129,0,1,0,0,NULL,14-05-2024 11:17,14-05-2024 11:17
48,1,NULL,DSRI331,Diamond Symphony Ring,"The Diamond Symphony Ring is a harmonious blend of elegance and craftsmanship. Its graceful design reflects the best of ladies diamond ring design, with sparkling stones set in a refined frame. The base features a gold ring design for female structure that sits comfortably on your finger. Crafted for versatility, it fits perfectly as a simple gold ring for women or a statement piece. It’s part of the real diamond rings for women collection, exuding both luxury and charm. A fine example of ring design for women gold, this piece complements any attire, be it casual or formal. The diamond ring design for woman ensures you stand out in every moment. Designed with comfort in mind, it is also a perfect fit under the latest gold ring design for female trend.
","{""height"":21.0,""width"":6.5}",Gold,"[{""carat"":0.15,""quantity"":13,""shape"":""round""}]",NULL,3.3,0,no,3,999,1,"yellow,rose,white","yellow,rose,white",white,white,0,1,1,no,no,33743,32129,0,1,0,0,NULL,14-05-2024 11:17,14-05-2024 11:17
49,1,NULL,DSRI330,Diamond Cascade Square Ring,"Make a bold entrance with the Diamond Cascade Square Ring—a fusion of edge and brilliance. Designed as a diamond ring design for girl, this geometric stunner is a show-stealer. Its band showcases a gold ring new design that’s sleek and powerful. Styled as one of the fancy rings for girl, it commands attention. The square cascade pattern draws from latest ring design for girl sensibilities. It wears comfortably like all ring designs for girls gold, making it ideal for long hours. Ideal for gifting, this is one of the best rings for women this season. Whether worn alone or stacked, its charm never fades.
","{""height"":20.0,""width"":7.0}",Gold,"[{""carat"":0.242,""quantity"":17,""shape"":""round""}]",NULL,3.1,0,no,2.7,999,1,"yellow,rose,white","yellow,rose,white",yellow,yellow,0,1,1,no,no,39463,36409,0,1,0,0,NULL,14-05-2024 11:17,14-05-2024 11:17
50,1,NULL,DSRI330,Diamond Cascade Square Ring,"Make a bold entrance with the Diamond Cascade Square Ring—a fusion of edge and brilliance. Designed as a diamond ring design for girl, this geometric stunner is a show-stealer. Its band showcases a gold ring new design that’s sleek and powerful. Styled as one of the fancy rings for girl, it commands attention. The square cascade pattern draws from latest ring design for girl sensibilities. It wears comfortably like all ring designs for girls gold, making it ideal for long hours. Ideal for gifting, this is one of the best rings for women this season. Whether worn alone or stacked, its charm never fades.
","{""height"":20.0,""width"":7.0}",Gold,"[{""carat"":0.242,""quantity"":17,""shape"":""round""}]",NULL,3.1,0,no,2.7,999,1,"yellow,rose,white","yellow,rose,white",rose,rose,0,1,1,no,no,39463,36409,0,1,0,0,NULL,14-05-2024 11:17,14-05-2024 11:17
51,1,NULL,DSRI330,Diamond Cascade Square Ring,"Make a bold entrance with the Diamond Cascade Square Ring—a fusion of edge and brilliance. Designed as a diamond ring design for girl, this geometric stunner is a show-stealer. Its band showcases a gold ring new design that’s sleek and powerful. Styled as one of the fancy rings for girl, it commands attention. The square cascade pattern draws from latest ring design for girl sensibilities. It wears comfortably like all ring designs for girls gold, making it ideal for long hours. Ideal for gifting, this is one of the best rings for women this season. Whether worn alone or stacked, its charm never fades.
","{""height"":20.0,""width"":7.0}",Gold,"[{""carat"":0.242,""quantity"":17,""shape"":""round""}]",NULL,3.1,0,no,2.7,999,1,"yellow,rose,white","yellow,rose,white",white,white,0,1,1,no,no,39463,36409,0,1,0,0,NULL,14-05-2024 11:17,14-05-2024 11:17
52,1,NULL,DSRI329,Bezel Brilliance Circle Ring,"The Bezel Brilliance Circle Ring is all about minimalism with a radiant touch. Its frame draws from solitaire ring designs for female, centering a bezel-set diamond in full glory. The slim band makes it a simple gold ring for women staple. Built for daily elegance, it features a smooth ring design for women gold silhouette. A favorite in casual rings for women, it works with any outfit. Crafted using a clean modern simple gold ring design, it fits snug and stylishly. Those searching for pure gold rings for women with modern flair will love this. It’s also ideal for those wanting best rings for women that are subtle yet striking.
","{""height"":22.50,""width"":7.5}",Gold,"[{""carat"":0.21,""quantity"":19,""shape"":""round""}]",NULL,2.85,0,no,2.5,999,1,"yellow,rose,white","yellow,rose,white",yellow,yellow,0,1,1,no,no,35343,32726,0,1,0,0,NULL,14-05-2024 11:17,14-05-2024 11:17
53,1,NULL,DSRI329,Bezel Brilliance Circle Ring,"The Bezel Brilliance Circle Ring is all about minimalism with a radiant touch. Its frame draws from solitaire ring designs for female, centering a bezel-set diamond in full glory. The slim band makes it a simple gold ring for women staple. Built for daily elegance, it features a smooth ring design for women gold silhouette. A favorite in casual rings for women, it works with any outfit. Crafted using a clean modern simple gold ring design, it fits snug and stylishly. Those searching for pure gold rings for women with modern flair will love this. It’s also ideal for those wanting best rings for women that are subtle yet striking.
","{""height"":22.50,""width"":7.5}",Gold,"[{""carat"":0.21,""quantity"":19,""shape"":""round""}]",NULL,2.85,0,no,2.5,999,1,"yellow,rose,white","yellow,rose,white",rose,rose,0,1,1,no,no,35343,32726,0,1,0,0,NULL,14-05-2024 11:17,14-05-2024 11:17
54,1,NULL,DSRI329,Bezel Brilliance Circle Ring,"The Bezel Brilliance Circle Ring is all about minimalism with a radiant touch. Its frame draws from solitaire ring designs for female, centering a bezel-set diamond in full glory. The slim band makes it a simple gold ring for women staple. Built for daily elegance, it features a smooth ring design for women gold silhouette. A favorite in casual rings for women, it works with any outfit. Crafted using a clean modern simple gold ring design, it fits snug and stylishly. Those searching for pure gold rings for women with modern flair will love this. It’s also ideal for those wanting best rings for women that are subtle yet striking.
","{""height"":22.50,""width"":7.5}",Gold,"[{""carat"":0.21,""quantity"":19,""shape"":""round""}]",NULL,2.85,0,no,2.5,999,1,"yellow,rose,white","yellow,rose,white",white,white,0,1,1,no,no,35343,32726,0,1,0,0,NULL,14-05-2024 11:17,14-05-2024 11:17
55,1,NULL,DSRI248,Floral Chevron Diamond Ring,"Delicate curves meet radiant sparkle in the Floral Chevron Diamond Ring, inspired by nature’s elegance. This charming piece belongs to our diamond rings for girls line and doubles as a crown ring for girl with its regal shape. The soft chevron design reflects true gold woman ring design with an artistic twist. A seamless fit under our latest ring design for women collection, it’s also a wearable hand ring for girl. Ideal for the romantic at heart, it’s a graceful finger ring design for girl in pure gold rings for women finish. Whether for gifting or self-love, it shines with charm. A floral favorite among ring design for women options.","{""height"":21.50,""width"":10.0}",Gold,"[{""carat"":0.25,""quantity"":25,""shape"":""round""}]",NULL,2.9,0,no,2.5,999,1,"yellow,rose,white","yellow,rose,white",yellow,yellow,0,1,1,no,no,38743,35528,0,1,0,0,NULL,14-05-2024 11:17,14-05-2024 11:17
56,1,NULL,DSRI248,Floral Chevron Diamond Ring,"Delicate curves meet radiant sparkle in the Floral Chevron Diamond Ring, inspired by nature’s elegance. This charming piece belongs to our diamond rings for girls line and doubles as a crown ring for girl with its regal shape. The soft chevron design reflects true gold woman ring design with an artistic twist. A seamless fit under our latest ring design for women collection, it’s also a wearable hand ring for girl. Ideal for the romantic at heart, it’s a graceful finger ring design for girl in pure gold rings for women finish. Whether for gifting or self-love, it shines with charm. A floral favorite among ring design for women options.","{""height"":21.50,""width"":10.0}",Gold,"[{""carat"":0.25,""quantity"":25,""shape"":""round""}]",,2.9,0,no,2.5,999,1,"yellow,rose,white","yellow,rose,white",rose,rose,0,1,1,no,no,38743,35528,0,1,0,0,NULL,14-05-2024 11:17,14-05-2024 11:17
57,1,NULL,DSRI248,Floral Chevron Diamond Ring,"Delicate curves meet radiant sparkle in the Floral Chevron Diamond Ring, inspired by nature’s elegance. This charming piece belongs to our diamond rings for girls line and doubles as a crown ring for girl with its regal shape. The soft chevron design reflects true gold woman ring design with an artistic twist. A seamless fit under our latest ring design for women collection, it’s also a wearable hand ring for girl. Ideal for the romantic at heart, it’s a graceful finger ring design for girl in pure gold rings for women finish. Whether for gifting or self-love, it shines with charm. A floral favorite among ring design for women options.","{""height"":21.50,""width"":10.0}",Gold,"[{""carat"":0.25,""quantity"":25,""shape"":""round""}]",,2.9,0,no,2.5,999,1,"yellow,rose,white","yellow,rose,white",white,white,0,1,1,no,no,38743,35528,0,1,0,0,NULL,14-05-2024 11:17,14-05-2024 11:17
58,1,NULL,DSRI247,Diamond Duo Triangle Ring,"The Diamond Duo Triangle Ring offers a bold take on symmetry with two striking diamond points. Designed for modern flair, it’s part of our standout diamond rings for women and makes a perfect single diamond ring for women alternative with a twist. The clean angles make it a popular modern gold ring design for girls and a top pick in latest ring design for female. Crafted in a polished gold woman ring design, it brings geometry to life. Wear it as a sharp finger ring design for girl or a stylish hand ring for girl. The brilliance and shape work beautifully for both occasion and daily wear. A unique jewel from our pure gold rings for women edit.","{""height"":19.0,""width"":8.0}",Gold,"[{""carat"":0.364,""quantity"":28,""shape"":""round""}]",,2.7,0,no,2.5,999,1,"yellow,rose,white",rose,yellow,rose,0,1,1,no,no,48433,43512,0,1,0,0,NULL,14-05-2024 11:17,14-05-2024 11:17
59,1,NULL,DSRI247,Diamond Duo Triangle Ring,"The Diamond Duo Triangle Ring offers a bold take on symmetry with two striking diamond points. Designed for modern flair, it’s part of our standout diamond rings for women and makes a perfect single diamond ring for women alternative with a twist. The clean angles make it a popular modern gold ring design for girls and a top pick in latest ring design for female. Crafted in a polished gold woman ring design, it brings geometry to life. Wear it as a sharp finger ring design for girl or a stylish hand ring for girl. The brilliance and shape work beautifully for both occasion and daily wear. A unique jewel from our pure gold rings for women edit.","{""height"":19.0,""width"":8.0}",Gold,"[{""carat"":0.364,""quantity"":28,""shape"":""round""}]",NULL,2.7,0,no,2.5,999,1,"yellow,rose,white",rose,rose,rose,0,1,1,no,no,48433,43512,0,1,0,0,NULL,14-05-2024 11:17,14-05-2024 11:17
60,1,NULL,DSRI247,Diamond Duo Triangle Ring,"The Diamond Duo Triangle Ring offers a bold take on symmetry with two striking diamond points. Designed for modern flair, it’s part of our standout diamond rings for women and makes a perfect single diamond ring for women alternative with a twist. The clean angles make it a popular modern gold ring design for girls and a top pick in latest ring design for female. Crafted in a polished gold woman ring design, it brings geometry to life. Wear it as a sharp finger ring design for girl or a stylish hand ring for girl. The brilliance and shape work beautifully for both occasion and daily wear. A unique jewel from our pure gold rings for women edit.","{""height"":19.0,""width"":8.0}",Gold,"[{""carat"":0.364,""quantity"":28,""shape"":""round""}]",,2.7,0,no,2.5,999,1,"yellow,rose,white",rose,white,rose,0,1,1,no,no,48433,43512,0,1,0,0,NULL,14-05-2024 11:17,14-05-2024 11:17
61,1,NULL,DSRI246,Diamond Gleam Ring,"For those who love subtle sophistication, the Diamond Gleam Ring is a minimal masterpiece. With one sparkling stone, it defines refined single diamond ring for women elegance. A perfect fit for latest ring design for female collections, its shine is soft yet powerful. Crafted with precision, it’s a versatile gold woman ring design and a go-to modern simple gold ring design. Pair it with your everyday stack as a finger ring design for girl, or wear it alone as a graceful hand ring for girl. A star in our pure gold rings for women line, it makes quiet statements. Ideal for all lovers of timeless ring design for women.","{""height"":20.0,""width"":7.0}",Gold,"[{""carat"":0.10,""quantity"":16,""shape"":""round""}]",,2.2,0,no,2,999,1,"yellow,rose,white",rose,yellow,rose,0,1,1,no,no,22494,21418,0,1,0,0,NULL,14-05-2024 11:17,14-05-2024 11:17
62,1,NULL,DSRI246,Diamond Gleam Ring,"For those who love subtle sophistication, the Diamond Gleam Ring is a minimal masterpiece. With one sparkling stone, it defines refined single diamond ring for women elegance. A perfect fit for latest ring design for female collections, its shine is soft yet powerful. Crafted with precision, it’s a versatile gold woman ring design and a go-to modern simple gold ring design. Pair it with your everyday stack as a finger ring design for girl, or wear it alone as a graceful hand ring for girl. A star in our pure gold rings for women line, it makes quiet statements. Ideal for all lovers of timeless ring design for women.","{""height"":20.0,""width"":7.0}",Gold,"[{""carat"":0.10,""quantity"":16,""shape"":""round""}]",NULL,2.2,0,no,2,999,1,"yellow,rose,white",rose,rose,rose,0,1,1,no,no,22494,21418,0,1,0,0,NULL,14-05-2024 11:17,14-05-2024 11:17
63,1,NULL,DSRI246,Diamond Gleam Ring,"For those who love subtle sophistication, the Diamond Gleam Ring is a minimal masterpiece. With one sparkling stone, it defines refined single diamond ring for women elegance. A perfect fit for latest ring design for female collections, its shine is soft yet powerful. Crafted with precision, it’s a versatile gold woman ring design and a go-to modern simple gold ring design. Pair it with your everyday stack as a finger ring design for girl, or wear it alone as a graceful hand ring for girl. A star in our pure gold rings for women line, it makes quiet statements. Ideal for all lovers of timeless ring design for women.","{""height"":20.0,""width"":7.0}",Gold,"[{""carat"":0.10,""quantity"":16,""shape"":""round""}]",,2.2,0,no,2,999,1,"yellow,rose,white",rose,white,rose,0,1,1,no,no,22494,21418,0,1,0,0,NULL,14-05-2024 11:17,14-05-2024 11:17
64,1,NULL,DSRI242,Trinity Cascade Diamond Ring,"The Trinity Cascade Diamond Ring flows with elegance, featuring three diamonds that create movement and grace. A delicate expression among diamond rings for girls, this piece doubles as a crown ring for girl thanks to its layered design. The graceful finish aligns with top latest ring design for women trends, while remaining classic as a gold woman ring design. Its refined curves make it ideal as a finger ring design for girl or even a stacked hand ring for girl look. Fashioned in rich metal, it reflects the purity of pure gold rings for women aesthetics. Every detail speaks to thoughtful ring design for women in today’s era. A balance of youth and grace.","{""height"":25.0,""width"":6.50}",Gold,"[{""carat"":1.0,""quantity"":1,""shape"":""round""}]",,3.3,0,no,2.9,999,1,"yellow,rose,white","yellow,rose,white",yellow,yellow,0,1,1,no,no,105293,90942,0,1,0,0,NULL,14-05-2024 11:17,14-05-2024 11:17
65,1,NULL,DSRI242,Trinity Cascade Diamond Ring,"The Trinity Cascade Diamond Ring flows with elegance, featuring three diamonds that create movement and grace. A delicate expression among diamond rings for girls, this piece doubles as a crown ring for girl thanks to its layered design. The graceful finish aligns with top latest ring design for women trends, while remaining classic as a gold woman ring design. Its refined curves make it ideal as a finger ring design for girl or even a stacked hand ring for girl look. Fashioned in rich metal, it reflects the purity of pure gold rings for women aesthetics. Every detail speaks to thoughtful ring design for women in today’s era. A balance of youth and grace.","{""height"":25.0,""width"":6.50}",Gold,"[{""carat"":1.0,""quantity"":1,""shape"":""round""}]",NULL,3.3,0,no,2.9,999,1,"yellow,rose,white","yellow,rose,white",rose,rose,0,1,1,no,no,105293,90942,0,1,0,0,NULL,14-05-2024 11:17,14-05-2024 11:17
66,1,NULL,DSRI242,Trinity Cascade Diamond Ring,"The Trinity Cascade Diamond Ring flows with elegance, featuring three diamonds that create movement and grace. A delicate expression among diamond rings for girls, this piece doubles as a crown ring for girl thanks to its layered design. The graceful finish aligns with top latest ring design for women trends, while remaining classic as a gold woman ring design. Its refined curves make it ideal as a finger ring design for girl or even a stacked hand ring for girl look. Fashioned in rich metal, it reflects the purity of pure gold rings for women aesthetics. Every detail speaks to thoughtful ring design for women in today’s era. A balance of youth and grace.","{""height"":25.0,""width"":6.50}",Gold,"[{""carat"":1.0,""quantity"":1,""shape"":""round""}]",,3.3,0,no,2.9,999,1,"yellow,rose,white","yellow,rose,white",white,white,0,1,1,no,no,105293,90942,0,1,0,0,NULL,14-05-2024 11:17,14-05-2024 11:17
67,1,NULL,DSRI237,Diamond Cascade Zig Ring,"The Diamond Cascade Zig Ring boasts a unique zigzag pattern adorned with dazzling diamonds. Its modern gold ring design for girls adds a fresh twist to classic diamond rings. The design fits well within the latest gold ring design for female trends, making it a must-have for fashion-forward wearers. Its gold finger ring design ensures comfort and durability. A perfect blend of boldness and elegance, this ring also features diamond ring design for female craftsmanship that highlights its sparkle. Its simple gold ring design for female base balances the striking pattern.
","{""height"":21.50,""width"":11.0}",Gold,"[{""carat"":0.16,""quantity"":36,""shape"":""round""}]",NULL,2.4,0,no,2.1,999,1,"yellow,rose,white","yellow,rose,white",yellow,yellow,0,1,1,no,no,28294,26341,0,1,0,0,NULL,14-05-2024 11:17,14-05-2024 11:17
68,1,NULL,DSRI237,Diamond Cascade Zig Ring,"The Diamond Cascade Zig Ring boasts a unique zigzag pattern adorned with dazzling diamonds. Its modern gold ring design for girls adds a fresh twist to classic diamond rings. The design fits well within the latest gold ring design for female trends, making it a must-have for fashion-forward wearers. Its gold finger ring design ensures comfort and durability. A perfect blend of boldness and elegance, this ring also features diamond ring design for female craftsmanship that highlights its sparkle. Its simple gold ring design for female base balances the striking pattern.
","{""height"":21.50,""width"":11.0}",Gold,"[{""carat"":0.16,""quantity"":36,""shape"":""round""}]",NULL,2.4,0,no,2.1,999,1,"yellow,rose,white","yellow,rose,white",rose,rose,0,1,1,no,no,28294,26341,0,1,0,0,NULL,14-05-2024 11:17,14-05-2024 11:17
69,1,NULL,DSRI237,Diamond Cascade Zig Ring,"The Diamond Cascade Zig Ring boasts a unique zigzag pattern adorned with dazzling diamonds. Its modern gold ring design for girls adds a fresh twist to classic diamond rings. The design fits well within the latest gold ring design for female trends, making it a must-have for fashion-forward wearers. Its gold finger ring design ensures comfort and durability. A perfect blend of boldness and elegance, this ring also features diamond ring design for female craftsmanship that highlights its sparkle. Its simple gold ring design for female base balances the striking pattern.
","{""height"":21.50,""width"":11.0}",Gold,"[{""carat"":0.16,""quantity"":36,""shape"":""round""}]",NULL,2.4,0,no,2.1,999,1,"yellow,rose,white","yellow,rose,white",white,white,0,1,1,no,no,28294,26341,0,1,0,0,NULL,14-05-2024 11:17,14-05-2024 11:17
70,1,NULL,DSRI340,Emerald Glow Seven Ring,"The Emerald Glow Seven Ring is crafted for elegant office wear with a modern edge.
Its classic silhouette fits the standard for simple gold ring for women while standing out gracefully.With subtle sparkle, it's ideal for emerald rings for women seeking everyday sophistication.An impeccable choice from gold bands for women, it flatters with polished simplicity.
Also seen among the latest ring design for female, it pairs well with formal looks.A top option in ring design for women gold that doesn't overpower your outfit.Also matches well with finger rings for girls who enjoy minimal aesthetics.Truly one of the finest pure gold rings for women with an emerald touch","{""height"":20.50,""width"":5.0}",Gold,"[{""carat"":1.05,""quantity"":7,""shape"":""emerald""}]",,2.7,0,no,2.5,999,1,"yellow,rose,white","yellow,rose,white",yellow,yellow,0,1,1,no,no,106743,91560,0,1,0,0,NULL,14-05-2024 12:41,14-05-2024 12:41
71,1,NULL,DSRI340,Emerald Glow Seven Ring,"The Emerald Glow Seven Ring is crafted for elegant office wear with a modern edge.
Its classic silhouette fits the standard for simple gold ring for women while standing out gracefully.With subtle sparkle, it's ideal for emerald rings for women seeking everyday sophistication.An impeccable choice from gold bands for women, it flatters with polished simplicity.
Also seen among the latest ring design for female, it pairs well with formal looks.A top option in ring design for women gold that doesn't overpower your outfit.Also matches well with finger rings for girls who enjoy minimal aesthetics.Truly one of the finest pure gold rings for women with an emerald touch","{""height"":20.50,""width"":5.0}",Gold,"[{""carat"":1.05,""quantity"":7,""shape"":""emerald""}]",,2.7,0,no,2.5,999,1,"yellow,rose,white","yellow,rose,white",rose,rose,0,1,1,no,no,106743,91560,0,1,0,0,NULL,14-05-2024 12:41,14-05-2024 12:41
